StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q14_First Click,Q14_Last Click,Q14_Page Submit,Q14_Click Count,Q10,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q9,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q6,MTurkCode
2018-05-03 11:21:00,2018-05-03 11:22:13,IP Address,71.62.116.56,100,73,True,2018-05-03 11:22:14,R_3HuVrhvFPJwYhKn,,,,,38.403106689453,-78.891403198242,anonymous,EN,0,0,5.009,0,Kansas,0,0,5.031,0,Virginia,0,0,5.064,0,North Dakota,79
2018-05-03 11:29:42,2018-05-03 11:30:42,IP Address,169.139.19.126,100,60,True,2018-05-03 11:30:43,R_3gR8DfEWZDgbknY,,,,,25.812393188477,-80.240097045898,anonymous,EN,0,0,5.071,0,I am not sure,0,0,5.042,0,Virginia,0,0,5.082,0,North Dakota,45
2018-05-03 11:34:45,2018-05-03 11:36:20,IP Address,64.107.147.130,100,94,True,2018-05-03 11:36:20,R_3eb3kbBGmQv5WQN,,,,,41.506103515625,-87.736999511719,anonymous,EN,0,0,5.062,0,I am not sure,0,0,5.107,0,Virginia,0,0,5.026,0,North Dakota,73
2018-05-03 11:41:00,2018-05-03 11:41:43,IP Address,198.140.4.205,100,43,True,2018-05-03 11:41:43,R_3rTHrnOq2rklpBs,,,,,40.589004516602,-80.327903747559,anonymous,EN,0,0,5.022,0,Utah,0,0,3.561,0,Virginia,0,0,3.077,0,North Dakota,56
2018-05-03 11:41:55,2018-05-03 11:43:03,IP Address,165.249.0.191,100,67,True,2018-05-03 11:43:03,R_2S93AHT2iCWxaZq,,,,,29.770904541016,-95.407203674316,anonymous,EN,0,0,5.09,0,Kansas,0,0,5.011,0,Virginia,0,0,5.028,0,North Dakota,42
2018-05-03 11:56:58,2018-05-03 11:58:18,IP Address,67.10.211.107,100,79,True,2018-05-03 11:58:18,R_2bHNI6YJqp7hnoO,,,,,31.874801635742,-106.45169830322,anonymous,EN,0,0,5.162,0,I am not sure,0,0,5.018,0,Virginia,0,0,5.086,0,North Dakota,50
2018-05-03 11:57:50,2018-05-03 11:59:34,IP Address,174.223.134.196,100,103,True,2018-05-03 11:59:34,R_1kOkAUU6hAN9wkJ,,,,,32.44709777832,-86.251998901367,anonymous,EN,0,0,5.077,0,Utah,0,0,5.042,0,Virginia,0,0,5.083,0,North Dakota,90
2018-05-03 12:05:38,2018-05-03 12:06:17,IP Address,100.2.68.187,100,38,True,2018-05-03 12:06:18,R_12JektCFOV1oJ9J,,,,,40.639099121094,-73.898597717285,anonymous,EN,1.655,2.27,3.847,2,Kansas,0,0,4.38,0,Virginia,0,0,3.518,0,North Dakota,24
2018-05-03 12:06:32,2018-05-03 12:07:45,IP Address,132.1.207.128,100,73,True,2018-05-03 12:07:45,R_2VeGCZ8VwXl1rMS,,,,,34.770202636719,-120.53379821777,anonymous,EN,0,0,5.062,0,I am not sure,0,0,5.073,0,I am not sure,2.85,2.85,5.041,1,I am not sure,42
2018-05-03 12:08:41,2018-05-03 12:09:28,IP Address,24.218.192.81,100,46,True,2018-05-03 12:09:28,R_1I5yJz4WQ18tb1Y,,,,,41.30940246582,-72.924003601074,anonymous,EN,0,0,5.1,0,Utah,0,0,5.085,0,Virginia,0,0,5.096,0,North Dakota,31
2018-05-03 12:12:18,2018-05-03 12:13:22,IP Address,23.254.167.136,100,64,True,2018-05-03 12:13:23,R_vYSEBul1r1didIB,,,,,47.489105224609,-122.29080200195,anonymous,EN,0,0,4.508,0,Utah,0,0,3.431,0,Kentucky,0,0,5.087,0,North Dakota,19
2018-05-03 12:21:44,2018-05-03 12:22:42,IP Address,172.113.106.139,100,57,True,2018-05-03 12:22:42,R_2WJaissgsqrbDXw,,,,,33.912902832031,-118.34390258789,anonymous,EN,0,0,5.091,0,Utah,0,0,5.057,0,Virginia,0,0,5.091,0,North Dakota,30
2018-05-03 12:26:22,2018-05-03 12:27:49,IP Address,172.58.17.188,100,87,True,2018-05-03 12:27:50,R_0Nh1tEaif2D5EB3,,,,,33.880004882812,-117.9633026123,anonymous,EN,2.285,2.315,5.039,2,Utah,2,3.871,5.092,4,Virginia,1.285,2.175,5.074,3,North Dakota,21
2018-05-03 12:27:12,2018-05-03 12:29:30,IP Address,173.48.65.152,100,137,True,2018-05-03 12:29:31,R_235f46WRw3qKag9,,,,,42.357803344727,-71.295700073242,anonymous,EN,0,0,5.045,0,Utah,0,0,5.028,0,Virginia,0,0,3.264,0,North Dakota,83
2018-05-03 13:12:10,2018-05-03 13:13:29,IP Address,72.218.137.191,100,78,True,2018-05-03 13:13:29,R_1CCoABGzNBBuJIg,,,,,36.863494873047,-76.262298583984,anonymous,EN,0,0,5.047,0,Utah,0,0,5.13,0,Virginia,0,0,5.055,0,North Dakota,39
2018-05-03 13:40:35,2018-05-03 13:41:14,IP Address,75.60.102.139,100,38,True,2018-05-03 13:41:14,R_2PilNqQxtA4nVWs,,,,,25.735992431641,-80.311096191406,anonymous,EN,1.006,4.187,5.189,6,Kansas,4.005,4.848,5.011,2,I am not sure,4.93,4.93,5.017,1,I am not sure,39
2018-05-03 14:08:31,2018-05-03 14:09:25,IP Address,98.175.106.247,100,53,True,2018-05-03 14:09:25,R_tQwNrJeRbGDaZhL,,,,,32.715301513672,-117.15730285645,anonymous,EN,0,0,5.096,0,Utah,0,0,5.088,0,Virginia,0,0,5.1,0,North Dakota,52
2018-05-03 14:22:18,2018-05-03 14:23:52,IP Address,24.182.146.66,100,94,True,2018-05-03 14:23:53,R_0TUcfpj1OMcqpJD,,,,,38.625305175781,-90.269401550293,anonymous,EN,0,0,5.063,0,Utah,0,0,5.071,0,Kentucky,0,0,5.079,0,North Dakota,47
2018-05-03 14:27:30,2018-05-03 14:28:34,IP Address,96.36.167.50,100,63,True,2018-05-03 14:28:34,R_2fKbXPnCSXsbaHJ,,,,,38.66569519043,-90.323097229004,anonymous,EN,0,0,5.058,0,Utah,0,0,5.026,0,Virginia,0,0,5.076,0,North Dakota,13
2018-05-03 14:32:05,2018-05-03 14:32:58,IP Address,50.36.167.118,100,53,True,2018-05-03 14:32:59,R_9pPiIbgqxyBsgQp,,,,,41.853805541992,-84.334197998047,anonymous,EN,0,0,5.08,0,Utah,0,0,5.063,0,Virginia,0,0,5.08,0,North Dakota,46
2018-05-03 14:34:33,2018-05-03 14:35:30,IP Address,98.197.196.59,100,56,True,2018-05-03 14:35:31,R_stDha8YnVtaJHyx,,,,,29.720306396484,-95.313903808594,anonymous,EN,0,0,5.056,0,Utah,0,0,5.05,0,Virginia,0,0,3.709,0,North Dakota,86
2018-05-03 15:23:37,2018-05-03 15:24:42,IP Address,208.18.15.6,100,65,True,2018-05-03 15:24:43,R_3JbouhVAh0tnuWN,,,,,37.751007080078,-97.821998596191,anonymous,EN,0,0,5.094,0,Utah,0,0,4.647,0,Virginia,0,0,4.533,0,North Dakota,51
2018-05-03 15:26:59,2018-05-03 15:27:48,IP Address,97.99.98.199,100,49,True,2018-05-03 15:27:49,R_24k14VFy5pKmo17,,,,,32.998794555664,-96.783096313477,anonymous,EN,1.554,1.554,5.055,1,I am not sure,0,0,5.043,0,Kentucky,2.387,2.387,5.058,1,North Dakota,71
2018-05-03 15:41:18,2018-05-03 15:43:00,IP Address,99.72.245.196,100,102,True,2018-05-03 15:43:00,R_1F9rRVwyCr0jZWP,,,,,43.063903808594,-89.314498901367,anonymous,EN,0,0,5.059,0,Utah,0,0,5.05,0,Virginia,0,0,5.049,0,North Dakota,10
2018-05-03 16:30:27,2018-05-03 16:31:38,IP Address,71.206.250.63,100,70,True,2018-05-03 16:31:39,R_1geCzc71gFjkA29,,,,,40.459594726562,-79.835800170898,anonymous,EN,0,0,5.09,0,Kansas,0,0,5.112,0,Virginia,0,0,5.024,0,North Dakota,80
2018-05-03 16:50:06,2018-05-03 16:50:49,IP Address,75.38.182.192,100,43,True,2018-05-03 16:50:50,R_OvywWIfU9RsyATL,,,,,42.564498901367,-83.064697265625,anonymous,EN,0,0,5.038,0,Utah,0,0,5.043,0,Virginia,0,0,5.035,0,North Dakota,5
2018-05-03 17:22:01,2018-05-03 17:23:04,IP Address,71.167.110.64,100,62,True,2018-05-03 17:23:04,R_268tYwfX2b2FNg2,,,,,40.842407226562,-73.855598449707,anonymous,EN,0.249,0.249,5.077,1,I am not sure,0,0,5.091,0,Virginia,0,0,5.033,0,North Dakota,88
2018-05-03 17:30:03,2018-05-03 17:30:27,IP Address,216.2.209.68,100,23,True,2018-05-03 17:30:27,R_1jAJzsMc37a0MkU,,,,,34.07080078125,-118.37620544434,anonymous,EN,0,0,0.917,0,Kansas,0,0,0.818,0,I am not sure,0,0,0.456,0,I am not sure,89
2018-05-03 17:53:46,2018-05-03 17:54:44,IP Address,73.64.127.97,100,58,True,2018-05-03 17:54:44,R_1d76e6vRCEwOPPB,,,,,40.784896850586,-77.84700012207,anonymous,EN,0,0,5.011,0,Utah,0,0,5.073,0,Virginia,0,0,5.01,0,North Dakota,58
2018-05-03 18:20:35,2018-05-03 18:22:31,IP Address,73.215.64.20,100,116,True,2018-05-03 18:22:31,R_Pu5eQcusN2Ubgch,,,,,40.254898071289,-74.787498474121,anonymous,EN,0,0,5.038,0,Utah,0,0,5.043,0,Virginia,0,0,5.052,0,North Dakota,89
2018-05-03 18:36:19,2018-05-03 18:37:29,IP Address,24.42.146.80,100,69,True,2018-05-03 18:37:29,R_10HtmRiFlCyHQ9L,,,,,32.391998291016,-86.241500854492,anonymous,EN,0,0,5.11,0,I am not sure,0,0,5.027,0,Virginia,0,0,4.229,0,North Dakota,42
2018-05-03 18:36:20,2018-05-03 18:37:42,IP Address,98.221.206.44,100,81,True,2018-05-03 18:37:42,R_2czSbsdJoFYUfFF,,,,,40.624801635742,-74.893898010254,anonymous,EN,0,0,5.043,0,Utah,0,0,5.052,0,Virginia,0,0,5.053,0,North Dakota,88
2018-05-03 18:50:46,2018-05-03 18:51:28,IP Address,76.174.192.221,100,42,True,2018-05-03 18:51:29,R_2fcE5unKpjZd3l7,,,,,34.014404296875,-117.2771987915,anonymous,EN,0,0,5.056,0,Utah,0,0,5.05,0,Virginia,0,0,3.262,0,North Dakota,62
2018-05-03 18:55:32,2018-05-03 18:56:10,IP Address,174.16.93.160,100,37,True,2018-05-03 18:56:10,R_1oFvtSwDVjBLzpH,,,,,39.815795898438,-105.01280212402,anonymous,EN,1.516,1.516,5.08,1,Utah,0,0,5.076,0,Virginia,4.12,4.12,5.058,1,North Dakota,1
2018-05-03 19:08:29,2018-05-03 19:09:48,IP Address,50.27.44.225,100,79,True,2018-05-03 19:09:49,R_3nIcteSfzhohs7K,,,,,33.548599243164,-101.92240142822,anonymous,EN,0,0,5.092,0,Utah,0,0,5.061,0,Virginia,0,0,5.015,0,North Dakota,59
2018-05-03 19:23:03,2018-05-03 19:24:13,IP Address,70.175.108.5,100,69,True,2018-05-03 19:24:13,R_1M5pgUDx3afHruw,,,,,33.435302734375,-112.35820007324,anonymous,EN,0,0,5.053,0,Utah,0,0,5.043,0,Virginia,0,0,5.051,0,North Dakota,49
2018-05-03 19:24:33,2018-05-03 19:25:48,IP Address,198.208.46.88,100,75,True,2018-05-03 19:25:49,R_1JUPB8B4X3opAIx,,,,,42.598297119141,-83.178497314453,anonymous,EN,0,0,5.055,0,Utah,0,0,5.056,0,Virginia,0,0,5.056,0,North Dakota,63
2018-05-03 19:29:50,2018-05-03 19:30:41,IP Address,99.111.118.15,100,51,True,2018-05-03 19:30:41,R_23aF4c6cmA0tjOi,,,,,43.133102416992,-89.349098205566,anonymous,EN,0,0,5.019,0,Utah,0,0,5.111,0,Virginia,0,0,5.061,0,North Dakota,61
2018-05-03 19:32:48,2018-05-03 19:33:26,IP Address,73.25.54.203,100,38,True,2018-05-03 19:33:27,R_2ZPmcNzcLvWW8Gq,,,,,45.446792602539,-122.53039550781,anonymous,EN,0,0,2.981,0,Kansas,0,0,2.188,0,Virginia,0,0,1.849,0,North Dakota,13
2018-05-03 19:38:52,2018-05-03 19:39:47,IP Address,71.28.17.151,100,55,True,2018-05-03 19:39:47,R_vc97p72uhO7GsbD,,,,,40.800003051758,-96.666999816895,anonymous,EN,0,0,5.038,0,Utah,0,0,5.037,0,Virginia,0,0,5.042,0,North Dakota,11
2018-05-03 19:41:37,2018-05-03 19:42:14,IP Address,76.122.187.54,100,36,True,2018-05-03 19:42:14,R_2VJhNex9HWvz9TP,,,,,42.520004272461,-83.551696777344,anonymous,EN,0,0,5.062,0,Utah,0,0,4.426,0,Virginia,0,0,1.834,0,North Dakota,64
2018-05-03 19:58:51,2018-05-03 19:59:52,IP Address,70.190.164.125,100,60,True,2018-05-03 19:59:52,R_1F4ydmoDd00MzW4,,,,,32.24479675293,-110.92320251465,anonymous,EN,0,0,5.082,0,Utah,0,0,5.056,0,Virginia,0,0,5.082,0,North Dakota,79
2018-05-03 20:03:03,2018-05-03 20:03:53,IP Address,76.24.109.168,100,49,True,2018-05-03 20:03:53,R_ahNopHIWZLaF2zD,,,,,41.656204223633,-70.349296569824,anonymous,EN,0,0,5.035,0,Utah,0,0,5.097,0,Virginia,0,0,5.041,0,North Dakota,10
2018-05-03 20:22:20,2018-05-03 20:23:23,IP Address,66.215.160.20,100,63,True,2018-05-03 20:23:24,R_uyTD9YdQ9BzK6Vr,,,,,34.143096923828,-117.61599731445,anonymous,EN,0,0,5.102,0,Utah,0,0,5.032,0,Virginia,0,0,4.076,0,North Dakota,16
2018-05-03 20:23:31,2018-05-03 20:25:01,IP Address,73.107.79.36,100,90,True,2018-05-03 20:25:02,R_3iJWwxhNEVJa9Zy,,,,,26.696304321289,-81.942901611328,anonymous,EN,0,0,5.025,0,I am not sure,0,0,5.011,0,Virginia,0,0,5.044,0,North Dakota,47
2018-05-03 20:28:28,2018-05-03 20:30:08,IP Address,174.236.0.204,100,100,True,2018-05-03 20:30:09,R_RUCdXPZpK6sbXEt,,,,,35.427993774414,-97.487800598145,anonymous,EN,0,0,5.013,0,I am not sure,0,0,5.058,0,Virginia,0,0,5.043,0,North Dakota,49
